SubscriptionName,Date,ServiceName,ServiceResource,Quantity,Cost
Simplon GDO Nantes IA1,2/13/2021,Storage,All Other Operations,0.0002,8e-07
Simplon GDO Nantes IA1,2/13/2021,Load Balancer,Data Processed,0.048882,0.00024441
Simplon GDO Nantes IA1,2/13/2021,Storage,S6 Disks,0.035712,0.107421696
Simplon GDO Nantes IA1,2/13/2021,Storage,LRS Data Stored,0.180864,0.01085184
Simplon GDO Nantes IA1,2/13/2021,Virtual Machines,D2 v2/DS2 v2,23.983353,3.261736008
Simplon GDO Nantes IA1,2/13/2021,Storage,LRS Write Operations,0.1152,0.001728
Simplon GDO Nantes IA1,2/13/2021,Container Instances,Memory Duration,179.996872,0.91978401592
Simplon GDO Nantes IA1,2/14/2021,Virtual Machines,D2 v2/DS2 v2,23.983353,4.197086775
Simplon GDO Nantes IA1,2/14/2021,Storage,Hot LRS Data Stored,0.017568,0.0003232512
Simplon GDO Nantes IA1,2/14/2021,Storage,Hot LRS Data Stored,0.022848,0.0004478208
Simplon GDO Nantes IA1,2/14/2021,Load Balancer,Included LB Rules and Outbound Rules,264.0,6.6
Simplon GDO Nantes IA1,2/14/2021,Storage,Hot Read Operations,0.0006,2.82e-06
Simplon GDO Nantes IA1,2/14/2021,Storage,All Other Operations,0.0006,2.58e-06
Simplon GDO Nantes IA1,2/14/2021,Storage,P6 Disks,0.071424,0.8018915328
Simplon GDO Nantes IA1,2/14/2021,Storage,LRS Data Stored,0.000648,2.916e-05
Simplon GDO Nantes IA1,2/14/2021,Container Instances,vCPU Duration,120.00054,5.592025164
Simplon GDO Nantes IA1,2/14/2021,Storage,LRS Data Stored,0.002472,0.0001389264
Simplon GDO Nantes IA1,2/14/2021,Container Registry,Basic Registry Unit,19.000152,3.1654253232
Simplon GDO Nantes IA1,2/14/2021,Storage,Protocol Operations,0.115,0.0001725
Simplon GDO Nantes IA1,2/14/2021,Storage,Hot LRS Data Stored,0.10872,0.002087424
Simplon GDO Nantes IA1,2/14/2021,Storage,Read Operations,0.115,0.0001725
Simplon GDO Nantes IA1,2/14/2021,Container Instances,Memory Duration,108.002371,0.48061055095
Simplon GDO Nantes IA1,2/14/2021,Storage,All Other Operations,0.0016,7.52e-06
Simplon GDO Nantes IA1,2/14/2021,Log Analytics,Data Ingestion,0.00042,0.0011592
Simplon GDO Nantes IA1,2/14/2021,Container Instances,vCPU Duration,48.001054,1.944042687
Simplon GDO Nantes IA1,2/14/2021,Storage,P6 Disks,0.17856,2.205198144
Simplon GDO Nantes IA1,2/14/2021,Container Instances,Memory Duration,1404.022218,7.4413177554
Simplon GDO Nantes IA1,2/14/2021,Container Instances,vCPU Duration,768.014558,37.3255075188
Simplon GDO Nantes IA1,2/14/2021,Bandwidth,Data Transfer Out,8e-06,6.96e-07
Simplon GDO Nantes IA1,2/14/2021,Virtual Network,Standard Static Public IP,255.0,1.275
Simplon GDO Nantes IA1,2/14/2021,Storage,S6 Disks,0.107136,0.354405888
Simplon GDO Nantes IA1,2/14/2021,Storage,Batch Write Operations,0.3668,0.000132048
Simplon GDO Nantes IA1,2/14/2021,Storage,LRS Data Stored,0.005808,0.0004356
Simplon GDO Nantes IA1,2/14/2021,Storage,All Other Operations,0.0002,8e-07
Simplon GDO Nantes IA1,2/14/2021,Load Balancer,Data Processed,0.044382,0.00022191
Simplon GDO Nantes IA1,2/14/2021,Storage,S6 Disks,0.035712,0.107421696
Simplon GDO Nantes IA1,2/14/2021,Storage,LRS Data Stored,0.180864,0.01085184
Simplon GDO Nantes IA1,2/14/2021,Virtual Machines,D2 v2/DS2 v2,23.966706,3.259472016
Simplon GDO Nantes IA1,2/14/2021,Storage,LRS Write Operations,0.115,0.001725
Simplon GDO Nantes IA1,2/14/2021,Container Instances,Memory Duration,180.001081,0.91980552391
Simplon GDO Nantes IA1,2/15/2021,Bandwidth,Data Transfer Out,1e-06,2e-08
Simplon GDO Nantes IA1,2/15/2021,Virtual Machines,D2 v2/DS2 v2,24.0,4.2
Simplon GDO Nantes IA1,2/15/2021,Key Vault,Operations,0.0005,1.5e-05
Simplon GDO Nantes IA1,2/15/2021,Storage,Hot LRS Data Stored,0.017568,0.0003232512
Simplon GDO Nantes IA1,2/15/2021,Storage,Hot LRS Data Stored,0.022848,0.0004478208
Simplon GDO Nantes IA1,2/15/2021,Storage,Read Operations,0.0003,1.08e-07
Simplon GDO Nantes IA1,2/15/2021,Load Balancer,Included LB Rules and Outbound Rules,264.0,6.6
Simplon GDO Nantes IA1,2/15/2021,Storage,Hot Read Operations,0.0043,2.021e-05
Simplon GDO Nantes IA1,2/15/2021,Bandwidth,Data Transfer In,5.6e-05,0.0
Simplon GDO Nantes IA1,2/15/2021,Storage,All Other Operations,0.0006,2.58e-06
Simplon GDO Nantes IA1,2/15/2021,Storage,P6 Disks,0.071424,0.8018915328
Simplon GDO Nantes IA1,2/15/2021,Storage,LRS Data Stored,0.000648,2.916e-05
Simplon GDO Nantes IA1,2/15/2021,Container Instances,vCPU Duration,120.003439,5.5921602574
Simplon GDO Nantes IA1,2/15/2021,Storage,LRS Data Stored,0.00245,0.00013769
Simplon GDO Nantes IA1,2/15/2021,Container Registry,Basic Registry Unit,19.000152,3.1654253232
Simplon GDO Nantes IA1,2/15/2021,Storage,Protocol Operations,0.1468,0.0002202
Simplon GDO Nantes IA1,2/15/2021,Storage,Hot LRS Data Stored,0.10872,0.002087424
Simplon GDO Nantes IA1,2/15/2021,Storage,Read Operations,0.1501,0.00022515
Simplon GDO Nantes IA1,2/15/2021,Container Instances,Memory Duration,108.000668,0.4806029726
Simplon GDO Nantes IA1,2/15/2021,Storage,All Other Operations,0.0138,6.486e-05
Simplon GDO Nantes IA1,2/15/2021,Log Analytics,Data Ingestion,0.000107,0.00029532
Simplon GDO Nantes IA1,2/15/2021,Container Instances,vCPU Duration,48.000297,1.9440120285
Simplon GDO Nantes IA1,2/15/2021,Storage,P6 Disks,0.17856,2.205198144
Simplon GDO Nantes IA1,2/15/2021,Container Instances,Memory Duration,1403.925446,7.4408048638
Simplon GDO Nantes IA1,2/15/2021,Container Instances,vCPU Duration,767.959098,37.3228121628
Simplon GDO Nantes IA1,2/15/2021,Bandwidth,Data Transfer Out,9.2e-05,8.004e-06
Simplon GDO Nantes IA1,2/15/2021,Virtual Network,Standard Static Public IP,258.0,1.29
Simplon GDO Nantes IA1,2/15/2021,Storage,Write Operations,0.0004,1.44e-07
Simplon GDO Nantes IA1,2/15/2021,Virtual Machines,D11 v2/DS11 v2,13.766682,3.221403588
Simplon GDO Nantes IA1,2/15/2021,Storage,S6 Disks,0.107136,0.354405888
Simplon GDO Nantes IA1,2/15/2021,Storage,Batch Write Operations,0.3733,0.000134388
Simplon GDO Nantes IA1,2/15/2021,Storage,List Operations,0.0028,4.2e-05
Simplon GDO Nantes IA1,2/15/2021,Storage,LRS List and Create Container Operations,0.0004,2.36e-05
Simplon GDO Nantes IA1,2/15/2021,Storage,Hot LRS Write Operations,0.0005,2.95e-05
Simplon GDO Nantes IA1,2/15/2021,Storage,LRS Data Stored,0.005808,0.0004356
Simplon GDO Nantes IA1,2/15/2021,Storage,All Other Operations,0.0002,8e-07
Simplon GDO Nantes IA1,2/15/2021,Load Balancer,Data Processed,0.077953,0.000389765
Simplon GDO Nantes IA1,2/15/2021,Storage,S6 Disks,0.035712,0.107421696
Simplon GDO Nantes IA1,2/15/2021,Storage,LRS Data Stored,0.180864,0.01085184
Simplon GDO Nantes IA1,2/15/2021,Virtual Machines,D2 v2/DS2 v2,23.950019,3.257202584
Simplon GDO Nantes IA1,2/15/2021,Storage,LRS Write Operations,0.1479,0.0022185
Simplon GDO Nantes IA1,2/15/2021,Container Instances,Memory Duration,180.006967,0.91983560137
Simplon GDO Nantes IA1,2/16/2021,Bandwidth,Data Transfer Out,1e-06,2e-08
Simplon GDO Nantes IA1,2/16/2021,Virtual Machines,D2 v2/DS2 v2,24.0,4.2
Simplon GDO Nantes IA1,2/16/2021,Storage,Hot LRS Data Stored,0.017568,0.0003232512
Simplon GDO Nantes IA1,2/16/2021,Storage,Hot LRS Data Stored,0.022848,0.0004478208
Simplon GDO Nantes IA1,2/16/2021,Load Balancer,Included LB Rules and Outbound Rules,264.0,6.6
Simplon GDO Nantes IA1,2/16/2021,Bandwidth,Data Transfer In,0.000123,0.0
Simplon GDO Nantes IA1,2/16/2021,Storage,Hot Read Operations,0.0018,7.74e-06
Simplon GDO Nantes IA1,2/16/2021,Storage,All Other Operations,0.0006,2.58e-06
Simplon GDO Nantes IA1,2/16/2021,Storage,P6 Disks,0.071424,0.8018915328
Simplon GDO Nantes IA1,2/16/2021,Storage,LRS Data Stored,0.000648,2.916e-05
Simplon GDO Nantes IA1,2/16/2021,Container Instances,vCPU Duration,119.999242,5.5919646772
Simplon GDO Nantes IA1,2/16/2021,Storage,LRS Data Stored,0.002443,0.0001372966
Simplon GDO Nantes IA1,2/16/2021,Container Registry,Basic Registry Unit,19.000152,3.1654253232
Simplon GDO Nantes IA1,2/16/2021,Storage,Protocol Operations,0.1733,0.00025995
Simplon GDO Nantes IA1,2/16/2021,Storage,Hot LRS Data Stored,0.10872,0.002087424
Simplon GDO Nantes IA1,2/16/2021,Storage,Read Operations,0.1815,0.00027225
Simplon GDO Nantes IA1,2/16/2021,Container Instances,Memory Duration,108.003152,0.4806140264
Simplon GDO Nantes IA1,2/16/2021,Storage,All Other Operations,0.0028,1.316e-05
Simplon GDO Nantes IA1,2/16/2021,Log Analytics,Data Ingestion,7.9e-05,0.00021804
Simplon GDO Nantes IA1,2/16/2021,Container Instances,vCPU Duration,48.001401,1.9440567405
Simplon GDO Nantes IA1,2/16/2021,Storage,P6 Disks,0.17856,2.205198144
Simplon GDO Nantes IA1,2/16/2021,Container Instances,Memory Duration,1404.027222,7.4413442766
Simplon GDO Nantes IA1,2/16/2021,Container Instances,vCPU Duration,768.015439,37.3255503354
Simplon GDO Nantes IA1,2/16/2021,Bandwidth,Data Transfer Out,0.000209,1.8183e-05
Simplon GDO Nantes IA1,2/16/2021,Virtual Network,Standard Static Public IP,259.0,1.295
Simplon GDO Nantes IA1,2/16/2021,Virtual Machines,D11 v2/DS11 v2,23.983353,5.612104602
Simplon GDO Nantes IA1,2/16/2021,Storage,S6 Disks,0.107136,0.354405888
Simplon GDO Nantes IA1,2/16/2021,Storage,Batch Write Operations,0.3825,0.0001377
Simplon GDO Nantes IA1,2/16/2021,Storage,List Operations,0.0042,6.3e-05
Simplon GDO Nantes IA1,2/16/2021,Storage,LRS Data Stored,0.005808,0.0004356
Simplon GDO Nantes IA1,2/16/2021,Storage,All Other Operations,0.0002,8e-07
Simplon GDO Nantes IA1,2/16/2021,Load Balancer,Data Processed,0.10883,0.00054415
Simplon GDO Nantes IA1,2/16/2021,Storage,S6 Disks,0.035712,0.107421696
Simplon GDO Nantes IA1,2/16/2021,Storage,LRS Data Stored,0.180864,0.01085184
Simplon GDO Nantes IA1,2/16/2021,Virtual Machines,D2 v2/DS2 v2,23.983353,3.261736008
Simplon GDO Nantes IA1,2/16/2021,Storage,LRS Write Operations,0.175,0.002625
Simplon GDO Nantes IA1,2/16/2021,Container Instances,Memory Duration,179.998289,0.91979125679
Simplon GDO Nantes IA1,2/17/2021,Virtual Machines,D2 v2/DS2 v2,23.983353,4.197086775
Simplon GDO Nantes IA1,2/17/2021,Storage,Hot LRS Data Stored,0.017568,0.0003232512
Simplon GDO Nantes IA1,2/17/2021,Storage,Hot LRS Data Stored,0.022848,0.0004478208
Simplon GDO Nantes IA1,2/17/2021,Load Balancer,Included LB Rules and Outbound Rules,264.0,6.6
Simplon GDO Nantes IA1,2/17/2021,Storage,P6 Disks,0.071424,0.8018915328
Simplon GDO Nantes IA1,2/17/2021,Storage,LRS Data Stored,0.000648,2.916e-05
Simplon GDO Nantes IA1,2/17/2021,Container Instances,vCPU Duration,119.998617,5.5919355522
Simplon GDO Nantes IA1,2/17/2021,Storage,LRS Data Stored,0.002471,0.0001388702
Simplon GDO Nantes IA1,2/17/2021,Container Registry,Basic Registry Unit,19.000152,3.1654253232
Simplon GDO Nantes IA1,2/17/2021,Storage,Protocol Operations,0.1743,0.00026145
Simplon GDO Nantes IA1,2/17/2021,Storage,Hot LRS Data Stored,0.10872,0.002087424
Simplon GDO Nantes IA1,2/17/2021,Storage,Read Operations,0.1728,0.0002592
Simplon GDO Nantes IA1,2/17/2021,Container Instances,Memory Duration,107.998447,0.48059308915
Simplon GDO Nantes IA1,2/17/2021,Storage,All Other Operations,0.0002,9.4e-07
Simplon GDO Nantes IA1,2/17/2021,Log Analytics,Data Ingestion,8.8e-05,0.00024288
Simplon GDO Nantes IA1,2/17/2021,Container Instances,vCPU Duration,47.99931,1.943972055
Simplon GDO Nantes IA1,2/17/2021,Storage,P6 Disks,0.17856,2.205198144
Simplon GDO Nantes IA1,2/17/2021,Container Instances,Memory Duration,1404.031624,7.4413676072
Simplon GDO Nantes IA1,2/17/2021,Container Instances,vCPU Duration,768.014574,37.3255082964
Simplon GDO Nantes IA1,2/17/2021,Bandwidth,Data Transfer Out,2.8e-05,2.436e-06
Simplon GDO Nantes IA1,2/17/2021,Virtual Network,Standard Static Public IP,308.0,1.54
Simplon GDO Nantes IA1,2/17/2021,Virtual Machines,D11 v2/DS11 v2,24.0,5.616
Simplon GDO Nantes IA1,2/17/2021,Storage,S6 Disks,0.107136,0.354405888
Simplon GDO Nantes IA1,2/17/2021,Storage,Batch Write Operations,0.3816,0.000137376
Simplon GDO Nantes IA1,2/17/2021,Storage,LRS Data Stored,0.005808,0.0004356
Simplon GDO Nantes IA1,2/17/2021,Load Balancer,Data Processed,0.109694,0.00054847
Simplon GDO Nantes IA1,2/17/2021,Storage,S6 Disks,0.035712,0.107421696
Simplon GDO Nantes IA1,2/17/2021,Storage,LRS Data Stored,0.180864,0.01085184
Simplon GDO Nantes IA1,2/17/2021,Virtual Machines,D2 v2/DS2 v2,23.966706,3.259472016
Simplon GDO Nantes IA1,2/17/2021,Storage,LRS Write Operations,0.1728,0.002592
Simplon GDO Nantes IA1,2/17/2021,Container Instances,Memory Duration,179.997427,0.91978685197
Simplon GDO Nantes IA1,2/18/2021,Bandwidth,Data Transfer Out,1e-06,2e-08
Simplon GDO Nantes IA1,2/18/2021,Virtual Machines,D2 v2/DS2 v2,24.0,4.2
Simplon GDO Nantes IA1,2/18/2021,Storage,Hot LRS Data Stored,0.017568,0.0003232512
Simplon GDO Nantes IA1,2/18/2021,Storage,Hot LRS Data Stored,0.022848,0.0004478208
Simplon GDO Nantes IA1,2/18/2021,Load Balancer,Included LB Rules and Outbound Rules,264.0,6.6
Simplon GDO Nantes IA1,2/18/2021,Storage,All Other Operations,0.0006,2.58e-06
Simplon GDO Nantes IA1,2/18/2021,Storage,P6 Disks,0.071424,0.8018915328
Simplon GDO Nantes IA1,2/18/2021,Storage,LRS Data Stored,0.000648,2.916e-05
Simplon GDO Nantes IA1,2/18/2021,Container Instances,vCPU Duration,119.599811,5.5733511926
Simplon GDO Nantes IA1,2/18/2021,Storage,LRS Data Stored,0.002514,0.0001412868
Simplon GDO Nantes IA1,2/18/2021,Container Registry,Basic Registry Unit,18.33348,3.054357768
Simplon GDO Nantes IA1,2/18/2021,Storage,Protocol Operations,0.1746,0.0002619
Simplon GDO Nantes IA1,2/18/2021,Storage,Hot LRS Data Stored,0.10872,0.002087424
Simplon GDO Nantes IA1,2/18/2021,Storage,Read Operations,0.1726,0.0002589
Simplon GDO Nantes IA1,2/18/2021,Container Instances,Memory Duration,107.996332,0.4805836774
Simplon GDO Nantes IA1,2/18/2021,Storage,All Other Operations,0.0018,8.46e-06
Simplon GDO Nantes IA1,2/18/2021,Log Analytics,Data Ingestion,6.6e-05,0.00018216
Simplon GDO Nantes IA1,2/18/2021,Container Instances,vCPU Duration,47.99837,1.943933985
Simplon GDO Nantes IA1,2/18/2021,Storage,P6 Disks,0.17856,2.205198144
Simplon GDO Nantes IA1,2/18/2021,Container Instances,Memory Duration,1403.99264,7.441160992
Simplon GDO Nantes IA1,2/18/2021,Container Instances,vCPU Duration,767.996913,37.3246499718
Simplon GDO Nantes IA1,2/18/2021,Bandwidth,Data Transfer Out,4e-06,3.48e-07
Simplon GDO Nantes IA1,2/18/2021,Virtual Network,Standard Static Public IP,238.0,1.19
Simplon GDO Nantes IA1,2/18/2021,Virtual Machines,D11 v2/DS11 v2,24.0,5.616
Simplon GDO Nantes IA1,2/18/2021,Storage,S6 Disks,0.107136,0.354405888
Simplon GDO Nantes IA1,2/18/2021,Storage,Batch Write Operations,0.4194,0.000150984
Simplon GDO Nantes IA1,2/18/2021,Storage,LRS Data Stored,0.005808,0.0004356
Simplon GDO Nantes IA1,2/18/2021,Storage,All Other Operations,0.0002,8e-07
Simplon GDO Nantes IA1,2/18/2021,Load Balancer,Data Processed,0.088622,0.00044311
Simplon GDO Nantes IA1,2/18/2021,Storage,S6 Disks,0.035712,0.107421696
Simplon GDO Nantes IA1,2/18/2021,Storage,LRS Data Stored,0.180864,0.01085184
Simplon GDO Nantes IA1,2/18/2021,Virtual Machines,D2 v2/DS2 v2,24.0,3.264
Simplon GDO Nantes IA1,2/18/2021,Storage,LRS Write Operations,0.1726,0.002589
Simplon GDO Nantes IA1,2/18/2021,Container Instances,Memory Duration,179.5994,0.917752934
Simplon GDO Nantes IA1,2/19/2021,Virtual Machines,D2 v2/DS2 v2,24.0,4.2
Simplon GDO Nantes IA1,2/19/2021,Key Vault,Operations,0.0101,0.000303
Simplon GDO Nantes IA1,2/19/2021,Storage,Hot LRS Data Stored,0.017568,0.0003232512
Simplon GDO Nantes IA1,2/19/2021,Storage,Hot LRS Data Stored,0.022848,0.0004478208
Simplon GDO Nantes IA1,2/19/2021,Storage,Read Operations,0.0003,1.08e-07
Simplon GDO Nantes IA1,2/19/2021,Load Balancer,Included LB Rules and Outbound Rules,301.960278,7.54900695
Simplon GDO Nantes IA1,2/19/2021,Storage,Hot Read Operations,1.6341,0.00768027
Simplon GDO Nantes IA1,2/19/2021,Bandwidth,Data Transfer In,0.005765,0.0
Simplon GDO Nantes IA1,2/19/2021,Storage,All Other Operations,0.0006,2.58e-06
Simplon GDO Nantes IA1,2/19/2021,Storage,P6 Disks,0.071424,0.8018915328
Simplon GDO Nantes IA1,2/19/2021,Storage,LRS Data Stored,0.000648,2.916e-05
Simplon GDO Nantes IA1,2/19/2021,Container Instances,vCPU Duration,120.000967,5.5920450622
Simplon GDO Nantes IA1,2/19/2021,Storage,LRS Data Stored,0.002513,0.0001412306
Simplon GDO Nantes IA1,2/19/2021,Container Registry,Basic Registry Unit,19.576825,3.261499045
Simplon GDO Nantes IA1,2/19/2021,Storage,Protocol Operations,1.6137,0.00242055
Simplon GDO Nantes IA1,2/19/2021,Storage,Hot LRS Data Stored,0.109032,0.0020934144
Simplon GDO Nantes IA1,2/19/2021,Storage,Read Operations,1.9919,0.00298785
Simplon GDO Nantes IA1,2/19/2021,Storage,Delete Operations,0.0333,0.0
Simplon GDO Nantes IA1,2/19/2021,Container Instances,Memory Duration,108.002869,0.48061276705
Simplon GDO Nantes IA1,2/19/2021,Storage,All Other Operations,1.1504,0.00540688
Simplon GDO Nantes IA1,2/19/2021,Log Analytics,Data Ingestion,0.000149,0.00041124
Simplon GDO Nantes IA1,2/19/2021,Storage,Disk Operations,3.1736,0.0015868
Simplon GDO Nantes IA1,2/19/2021,Container Instances,vCPU Duration,48.001275,1.9440516375
Simplon GDO Nantes IA1,2/19/2021,Storage,P6 Disks,0.2232,2.75649768
Simplon GDO Nantes IA1,2/19/2021,Container Instances,Memory Duration,1412.244428,7.4848954684
Simplon GDO Nantes IA1,2/19/2021,Container Instances,vCPU Duration,763.835049,37.1223833814
Simplon GDO Nantes IA1,2/19/2021,Bandwidth,Data Transfer Out,0.005963,0.000518781
Simplon GDO Nantes IA1,2/19/2021,Virtual Network,Standard Static Public IP,298.976944,1.49488472
Simplon GDO Nantes IA1,2/19/2021,Storage,Write Operations,0.0003,1.08e-07
Simplon GDO Nantes IA1,2/19/2021,Virtual Machines,D11 v2/DS11 v2,40.266712,9.422410608
Simplon GDO Nantes IA1,2/19/2021,Virtual Machines,D2 v3/D2s v3,7.200024,0.806402688
Simplon GDO Nantes IA1,2/19/2021,Virtual Machines,D3 v2/DS3 v2,14.0,4.914
Simplon GDO Nantes IA1,2/19/2021,Storage,S6 Disks,0.117552,0.388862016
Simplon GDO Nantes IA1,2/19/2021,Storage,Batch Write Operations,0.3919,0.000141084
Simplon GDO Nantes IA1,2/19/2021,Container Registry,Task vCPU Duration,2694.0,0.2694
Simplon GDO Nantes IA1,2/19/2021,Storage,List Operations,0.0737,0.0011055
Simplon GDO Nantes IA1,2/19/2021,Storage,Hot Read Operations,0.0003,1.2e-06
Simplon GDO Nantes IA1,2/19/2021,Storage,LRS List and Create Container Operations,1.9546,0.1153214
Simplon GDO Nantes IA1,2/19/2021,Storage,Hot LRS Write Operations,2.3388,0.1379892
Simplon GDO Nantes IA1,2/19/2021,Storage,LRS Data Stored,0.007116,0.0005337
Simplon GDO Nantes IA1,2/19/2021,Storage,All Other Operations,0.0002,8e-07
Simplon GDO Nantes IA1,2/19/2021,Load Balancer,Data Processed,0.515466,0.00257733
Simplon GDO Nantes IA1,2/19/2021,Storage,S6 Disks,0.035712,0.107421696
Simplon GDO Nantes IA1,2/19/2021,Storage,LRS Data Stored,0.180864,0.01085184
Simplon GDO Nantes IA1,2/19/2021,Virtual Machines,D2 v2/DS2 v2,24.0,3.264
Simplon GDO Nantes IA1,2/19/2021,Storage,LRS Write Operations,4.1809,0.0627135
Simplon GDO Nantes IA1,2/19/2021,Container Instances,Memory Duration,180.00099,0.9198050589
Simplon GDO Nantes IA1,2/20/2021,Virtual Machines,D2 v2/DS2 v2,24.0,4.2
Simplon GDO Nantes IA1,2/20/2021,Key Vault,Operations,0.0088,0.000264
Simplon GDO Nantes IA1,2/20/2021,Storage,Hot LRS Data Stored,0.017568,0.0003232512
Simplon GDO Nantes IA1,2/20/2021,Storage,Hot LRS Data Stored,0.022848,0.0004478208
Simplon GDO Nantes IA1,2/20/2021,Load Balancer,Included LB Rules and Outbound Rules,312.0,7.8
Simplon GDO Nantes IA1,2/20/2021,Storage,Hot Read Operations,2.0124,0.00945828
Simplon GDO Nantes IA1,2/20/2021,Bandwidth,Data Transfer In,0.002859,0.0
Simplon GDO Nantes IA1,2/20/2021,Storage,Hot Read Operations,0.0006,2.58e-06
Simplon GDO Nantes IA1,2/20/2021,Storage,All Other Operations,0.0006,2.58e-06
Simplon GDO Nantes IA1,2/20/2021,Storage,P6 Disks,0.071424,0.8018915328
Simplon GDO Nantes IA1,2/20/2021,Storage,LRS Data Stored,0.000627,2.8215e-05
Simplon GDO Nantes IA1,2/20/2021,Container Instances,vCPU Duration,119.996158,5.5918209628
Simplon GDO Nantes IA1,2/20/2021,Storage,LRS Data Stored,0.002629,0.0001477498
Simplon GDO Nantes IA1,2/20/2021,Container Registry,Basic Registry Unit,20.00016,3.332026656
Simplon GDO Nantes IA1,2/20/2021,Storage,Protocol Operations,2.8058,0.0042087
Simplon GDO Nantes IA1,2/20/2021,Storage,Hot LRS Data Stored,0.11514,0.002210688
Simplon GDO Nantes IA1,2/20/2021,Storage,Read Operations,4.1516,0.0062274
Simplon GDO Nantes IA1,2/20/2021,Container Instances,Memory Duration,107.998992,0.4805955144
Simplon GDO Nantes IA1,2/20/2021,Storage,All Other Operations,1.2579,0.00591213
Simplon GDO Nantes IA1,2/20/2021,Container Instances,vCPU Duration,47.999552,1.943981856
Simplon GDO Nantes IA1,2/20/2021,Storage,P6 Disks,0.249984,3.0872774016
Simplon GDO Nantes IA1,2/20/2021,Container Instances,Memory Duration,1423.803001,7.5461559053
Simplon GDO Nantes IA1,2/20/2021,Container Instances,vCPU Duration,752.179996,36.5559478056
Simplon GDO Nantes IA1,2/20/2021,Bandwidth,Data Transfer Out,0.00232,0.00020184
Simplon GDO Nantes IA1,2/20/2021,Virtual Network,Standard Static Public IP,311.0,1.555
Simplon GDO Nantes IA1,2/20/2021,Virtual Machines,D11 v2/DS11 v2,45.883391,10.736713494
Simplon GDO Nantes IA1,2/20/2021,Virtual Machines,D3 v2/DS3 v2,24.0,8.424
Simplon GDO Nantes IA1,2/20/2021,Storage,S6 Disks,0.107136,0.354405888
Simplon GDO Nantes IA1,2/20/2021,Storage,Batch Write Operations,0.3968,0.000142848
Simplon GDO Nantes IA1,2/20/2021,Storage,List Operations,0.1255,0.0018825
Simplon GDO Nantes IA1,2/20/2021,Storage,LRS List and Create Container Operations,4.268,0.251812
Simplon GDO Nantes IA1,2/20/2021,Storage,Hot LRS Write Operations,3.7104,0.2189136
Simplon GDO Nantes IA1,2/20/2021,Storage,LRS Data Stored,0.010479,0.000785925
Simplon GDO Nantes IA1,2/20/2021,Storage,All Other Operations,0.0002,8e-07
Simplon GDO Nantes IA1,2/20/2021,Load Balancer,Data Processed,0.423943,0.002119715
Simplon GDO Nantes IA1,2/20/2021,Storage,S6 Disks,0.035712,0.107421696
Simplon GDO Nantes IA1,2/20/2021,Storage,LRS Data Stored,0.180864,0.01085184
Simplon GDO Nantes IA1,2/20/2021,Virtual Machines,D2 v2/DS2 v2,23.983353,3.261736008
Simplon GDO Nantes IA1,2/20/2021,Storage,LRS Write Operations,2.8677,0.0430155
Simplon GDO Nantes IA1,2/20/2021,Container Instances,Memory Duration,179.991561,0.91975687671
Simplon GDO Nantes IA1,2/20/2021,Storage,P10 Disks,0.004464,0.106457472
Simplon GDO Nantes IA1,2/21/2021,Virtual Machines,D2 v2/DS2 v2,24.0,4.2
Simplon GDO Nantes IA1,2/21/2021,Storage,Hot LRS Data Stored,0.017568,0.0003232512
Simplon GDO Nantes IA1,2/21/2021,Storage,Hot LRS Data Stored,0.022848,0.0004478208
Simplon GDO Nantes IA1,2/21/2021,Load Balancer,Included LB Rules and Outbound Rules,312.0,7.8
Simplon GDO Nantes IA1,2/21/2021,Storage,Hot Read Operations,0.0156,7.332e-05
Simplon GDO Nantes IA1,2/21/2021,Storage,All Other Operations,0.0006,2.58e-06
Simplon GDO Nantes IA1,2/21/2021,Storage,P6 Disks,0.071424,0.8018915328
Simplon GDO Nantes IA1,2/21/2021,Storage,LRS Data Stored,0.000648,2.916e-05
Simplon GDO Nantes IA1,2/21/2021,Container Instances,vCPU Duration,120.005845,5.592272377
Simplon GDO Nantes IA1,2/21/2021,Storage,LRS Data Stored,0.002668,0.0001499416
Simplon GDO Nantes IA1,2/21/2021,Container Registry,Basic Registry Unit,20.00016,3.332026656
Simplon GDO Nantes IA1,2/21/2021,Storage,Protocol Operations,0.2302,0.0003453
Simplon GDO Nantes IA1,2/21/2021,Storage,Hot LRS Data Stored,0.123312,0.0023675904
Simplon GDO Nantes IA1,2/21/2021,Storage,Read Operations,0.2302,0.0003453
Simplon GDO Nantes IA1,2/21/2021,Container Instances,Memory Duration,108.001829,0.48060813905
Simplon GDO Nantes IA1,2/21/2021,Storage,All Other Operations,0.0018,8.46e-06
Simplon GDO Nantes IA1,2/21/2021,Container Instances,vCPU Duration,48.000813,1.9440329265
Simplon GDO Nantes IA1,2/21/2021,Storage,P6 Disks,0.249984,3.0872774016
Simplon GDO Nantes IA1,2/21/2021,Container Instances,Memory Duration,1524.080576,8.0776270528
Simplon GDO Nantes IA1,2/21/2021,Container Instances,vCPU Duration,816.041467,39.6596152962
Simplon GDO Nantes IA1,2/21/2021,Bandwidth,Data Transfer Out,7.1e-05,6.177e-06
Simplon GDO Nantes IA1,2/21/2021,Virtual Network,Standard Static Public IP,312.0,1.56
Simplon GDO Nantes IA1,2/21/2021,Virtual Machines,D11 v2/DS11 v2,24.0,5.616
